Services	IsDeleted	10	bit				NO	((0))
TrustScores	Id	1	bigint		19	0	NO	
TrustScores	EntityType	2	nvarchar	30			NO	
TrustScores	EntityId	3	bigint		19	0	NO	
TrustScores	Score	4	decimal		5	2	NO	
TrustScores	CalculatedAt	5	datetime2				NO	(sysutcdatetime())
UserRoles	UserId	1	bigint		19	0	NO	
UserRoles	RoleId	2	bigint		19	0	NO	
UserRoles	CreateDate	3	datetime2				NO	(sysutcdatetime())
Users	Id	1	bigint		19	0	NO	
Users	Mobile	2	nvarchar	20			NO	
Users	Name	3	nvarchar	200			YES	
Users	IsMobileVerified	4	bit				NO	((0))
Users	CreateDate	5	datetime2				NO	(sysutcdatetime())
Users	UpdateDate	6	datetime2				YES	
Users	IsDeleted	7	bit				NO	((0))
VerificationDocuments	Id	1	bigint		19	0	NO	
VerificationDocuments	VerificationId	2	bigint		19	0	NO	
VerificationDocuments	MediaId	3	bigint		19	0	NO	
VerificationDocuments	DocumentType	4	nvarchar	50			NO	
VerificationDocuments	Status	5	nvarchar	30			NO	
VerificationDocuments	UploadedAt	6	datetime2				NO	(sysutcdatetime())
VerificationDocuments	VerifiedAt	7	datetime2				YES	
VerificationDocuments	RejectReason	8	nvarchar	1000			YES	
Verifications	Id	1	bigint		19	0	NO	
Verifications	EntityType	2	nvarchar	30			NO	
Verifications	EntityId	3	bigint		19	0	NO	
Verifications	VerificationType	4	nvarchar	50			NO	
Verifications	Status	5	nvarchar	30			NO	
Verifications	Provider	6	nvarchar	100			YES	
Verifications	Reference	7	nvarchar	200			YES	
Verifications	VerifiedAt	8	datetime2				YES	
Verifications	ExpireAt	9	datetime2				YES	
Verifications	RejectReason	10	nvarchar	1000			YES	
Verifications	CreateDate	11	datetime2				NO	(sysutcdatetime())
Verifications	UpdateDate	12	datetime2				YES	
